,code,year,hospital_stay_length,med_tech_availability_p_mil_ppl,expenditure_per_capita,life_expectancy,avoidable_deaths,health_expenditure_as_percent_gdp
294,IRL,2017,6.917687074829932,26.409,5010.25634766,82.1560975609756,4710.0,7.107
295,IRL,2018,7.099319727891157,26.59,5187.05761719,82.2048780487805,4948.0,6.859
296,IRL,2019,7.059183673469388,25.200555555555557,5462.73095703,82.7024390243903,4881.0,6.716
297,ISL,2000,6.161744966442954,5.5713888888888885,2854.0,79.6536585365854,73.3,8.899
298,ISL,2001,5.6785234899328865,5.511388888888889,2527.0,80.690243902439,69.2,8.753
299,ISL,2002,5.512080536912752,5.962777777777777,3045.0,80.5024390243903,56.4,9.404
300,ISL,2003,5.942953020134228,5.930555555555555,3837.0,80.9634146341464,68.6,9.729
301,ISL,2004,5.612080536912751,5.898888888888889,4411.0,80.9975609756098,62.1,9.329
302,ISL,2005,5.657046979865771,6.308333333333333,5076.0,81.5024390243902,58.4,8.947
303,ISL,2006,6.087919463087249,6.435,4915.0,81.1585365853659,70.5,8.557
304,ISL,2007,5.982432432432432,6.775833333333334,5800.0,81.4536585365854,67.8,8.354
305,ISL,2008,5.933108108108109,6.693055555555556,4747.0,81.609756097561,63.3,8.344
306,ISL,2009,6.042953020134227,7.120277777777777,3621.0,81.7512195121951,45.1,8.775
307,ISL,2011,5.883783783783784,7.120277777777778,3911.0,82.3585365853659,45.1,8.255
308,ISL,2012,6.087162162162162,7.088055555555556,3760.0,82.9170731707317,43.6,8.231
309,ISL,2013,6.122972972972973,6.810833333333334,4069.0,82.0609756097561,56.5,8.227
310,ISL,2014,6.28445945945946,6.763333333333333,4488.0,82.8609756097561,45.4,8.29
311,ISL,2016,6.496621621621622,7.085555555555556,5016.0,82.2048780487805,49.8,8.156
312,ISL,2017,6.253378378378378,7.396111111111111,5945.0,82.6609756097561,336.0,8.324
313,ISL,2019,6.180952380952381,7.749444444444445,5865.0,83.1634146341463,47.0,8.64
314,ISR,2000,13.114569536423842,10.972,1472.0,78.9536585365854,131.6,6.608
315,ISR,2001,9.396026490066225,11.630666666666666,1515.0,79.4073170731707,128.6,7.019
316,ISR,2002,9.427814569536423,11.599,1362.0,79.4512195121951,125.0,6.923
317,ISR,2003,9.948344370860926,11.724333333333334,1390.0,79.6487804878049,118.9,6.855
318,ISR,2004,8.944966442953021,11.851666666666667,1443.0,80.1463414634146,112.2,6.804
319,ISR,2005,8.776510067114094,12.205666666666668,1512.0,80.1512195121951,110.2,6.902
320,ISR,2006,9.42980132450331,12.178666666666667,1558.0,80.5536585365854,105.2,6.708
321,ISR,2007,8.032885906040269,13.595999999999998,1773.0,80.5048780487805,102.4,6.695
322,ISR,2008,7.55503355704698,13.712333333333335,2129.0,80.9512195121951,5580.0,6.828
323,ISR,2009,7.551006711409396,14.132,2036.0,81.4048780487805,5460.0,6.901
324,ISR,2010,7.629530201342281,14.554,2240.0,81.6024390243903,93.8,6.872
325,ISR,2011,7.781208053691275,15.050333333333334,2446.0,81.6560975609756,91.3,6.823
326,ISR,2012,8.002013422818791,15.619666666666669,2410.0,81.7048780487805,86.6,6.96
327,ISR,2013,7.884563758389262,16.42388888888889,2681.0,82.0560975609756,84.4,6.96
328,ISR,2014,7.846308724832215,17.884722222222223,2816.0,82.1536585365854,81.9,7.051
329,ISR,2015,7.7161073825503355,19.090555555555557,2661.0,82.0512195121951,64.4,7.038
330,ISR,2016,7.804026845637584,20.602777777777778,2801.0,82.4073170731707,62.4,7.121
331,ISR,2017,7.67986577181208,21.861666666666668,3094.0,82.5512195121951,59.9,7.196
332,ISR,2018,7.073825503355705,22.313611111111108,3220.0,82.8024390243903,73.4,7.258
333,ISR,2019,7.002684563758389,22.209444444444443,3354.0,82.8048780487805,71.8,7.225
334,ITA,2003,7.571140939597315,264.7004166666666,2163.0,79.9829268292683,134707.0,7.833
335,ITA,2004,7.542953020134228,285.18083333333334,2566.0,80.7804878048781,127025.0,8.165
336,ITA,2005,7.553020134228188,296.93583333333333,2678.0,80.7829268292683,124674.0,8.339
337,ITA,2006,7.5557046979865765,316.91833333333335,2833.0,81.2829268292683,120611.0,8.437
338,ITA,2007,7.5369127516778525,317.3097222222222,3093.0,81.4341463414634,118677.0,8.136
339,ITA,2008,7.553691275167785,337.38138888888886,3504.0,81.4853658536585,116721.0,8.533
340,ITA,2009,7.5463087248322145,353.84361111111104,3338.0,81.6365853658537,115315.0,8.952
341,ITA,2010,7.5416107382550335,358.44916666666666,3218.0,82.0365853658537,111666.0,8.916
342,ITA,2011,7.594630872483222,371.7588888888889,3392.0,82.1878048780488,111008.0,8.774
343,ITA,2012,7.548993288590604,375.8077777777778,3086.0,82.2390243902439,110056.0,8.784
344,ITA,2013,7.52013422818792,378.2244444444445,3149.0,82.690243902439,106550.0,8.775
345,ITA,2014,7.551006711409396,384.2102777777778,3154.0,83.090243902439,46651.5,8.868
346,ITA,2015,7.595973154362416,389.75388888888887,2676.0,82.5439024390244,46638.5,8.857
347,ITA,2016,7.622818791946309,393.71999999999997,2700.0,83.2439024390244,101546.0,8.725
348,ITA,2017,7.567785234899329,395.42722222222227,2810.0,82.9463414634147,102037.0,8.678
349,ITA,2018,7.633557046979865,396.1741666666667,3003.0,83.3463414634146,61591.5,8.682
350,ITA,2019,7.691275167785235,404.9455555555556,2911.0,83.4975609756098,60382.5,8.656
351,KOR,2002,15.03020134228188,381.08375,531.89007568,76.7658536585366,131.5,4.052
352,KOR,2005,14.726845637583892,334.0408333333333,887.69561768,78.1682926829268,106.7,4.839
353,KOR,2008,17.604026845637584,312.4075,1137.20910645,79.5170731707317,88.5,5.4
354,KOR,2009,16.318120805369126,328.30305555555555,1099.13916016,79.9682926829268,19878.5,5.898
355,KOR,2010,16.391275167785235,328.9511111111111,1363.56091309,80.1170731707317,19301.0,6.026
356,KOR,2011,16.87315436241611,348.5088888888889,1507.55664063,80.5682926829269,76.5,6.124
357,KOR,2012,16.345637583892618,368.64444444444445,1553.32824707,80.819512195122,74.9,6.178
358,KOR,2013,16.783221476510068,379.1494444444445,1682.76391602,81.2707317073171,69.2,6.311
359,KOR,2014,17.213422818791944,378.87750000000005,1880.4420166,81.7219512195122,67.0,6.502
360,KOR,2015,18.61744966442953,385.35277777777776,1894.34753418,82.0243902439024,125.0,6.724
361,KOR,2016,18.018791946308724,403.9583333333333,2008.0982666,82.2756097560976,118.8,6.893
362,KOR,2017,18.977181208053693,415.66083333333336,2220.56420898,82.6268292682927,110.5,7.048
363,KOR,2018,19.43959731543624,427.3494444444445,2501.13964844,82.6268292682927,59.4,7.463
364,KOR,2019,19.076510067114093,442.2136111111111,2605.9934082,83.2268292682927,56.3,8.127
365,LTU,2012,7.9682432432432435,12.456944444444446,897.0,73.8634146341464,499.7,6.276
366,LTU,2013,7.804054054054054,12.860277777777778,959.0,73.9146341463415,489.2,6.126
367,LTU,2014,7.545578231292517,12.81472222222222,1021.0,74.5170731707317,461.5,6.193
368,LTU,2015,7.4530612244897965,12.54638888888889,920.0,74.3219512195122,119.8,6.49
369,LTU,2016,7.583673469387755,13.261944444444445,989.0,74.6707317073171,116.3,6.638
370,LTU,2017,7.512925170068026,13.310833333333333,1083.0,75.4804878048781,412.1,6.464
371,LTU,2018,7.397278911564626,13.568888888888889,1249.0,75.6804878048781,12232.0,6.53
372,LTU,2019,7.895918367346939,14.409444444444444,1370.0,76.2829268292683,12070.0,6.984
373,LUX,2000,7.746621621621622,7.96,2901.0,77.8731707317073,186.5,5.925
374,LUX,2001,7.726351351351352,7.883333333333333,3109.0,77.8243902439025,174.0,6.381
375,LUX,2002,8.602702702702704,8.375,3601.0,77.9658536585366,174.5,6.76
376,LUX,2003,8.493918918918919,9.636666666666667,4607.0,77.7268292682927,168.5,6.961
377,LUX,2004,8.265100671140939,10.079999999999998,5610.0,79.1219512195122,132.0,7.28
378,LUX,2005,8.416107382550335,6.8261111111111115,5818.0,79.4317073170732,148.5,7.125
379,LUX,2006,8.241891891891893,6.919444444444444,6071.0,79.2878048780488,153.5,6.638
380,LUX,2007,8.608783783783784,7.023333333333333,6671.0,79.3829268292683,146.0,6.158
381,LUX,2008,8.447972972972973,7.272777777777778,7579.0,80.5390243902439,144.5,6.231
382,LUX,2009,8.508108108108107,7.185555555555556,7671.0,80.6365853658537,131.5,6.95
383,LUX,2010,8.538926174496645,7.100555555555555,7460.0,80.6317073170732,157.5,6.662
384,LUX,2011,8.54527027027027,6.674444444444445,7175.0,80.9878048780488,144.0,5.952
385,LUX,2012,8.512162162162163,6.406666666666666,6029.0,81.3926829268293,131.5,5.294
386,LUX,2013,8.41554054054054,6.156666666666666,6357.0,81.8,158.5,5.236
387,LUX,2014,8.452702702702704,6.2188888888888885,6547.0,82.2292682926829,122.0,5.23
388,LUX,2015,8.382432432432433,5.814444444444444,5422.0,82.2926829268293,66.8,5.081
389,LUX,2016,8.495945945945946,5.582222222222222,5475.0,82.6853658536585,63.6,5.071
390,LVA,2013,7.327891156462584,12.639444444444443,807.0,73.9829268292683,2279.5,5.409
391,LVA,2014,7.748993288590604,13.096666666666666,857.0,74.1243902439024,2201.0,5.463
392,LVA,2015,7.853378378378379,13.550555555555555,776.0,74.4804878048781,4419.0,5.652
393,LVA,2016,7.387162162162163,13.675555555555555,875.0,74.580487804878,4267.5,6.133
394,LVA,2017,7.330405405405405,14.390833333333333,933.0,74.6292682926829,4156.0,5.965
395,LVA,2018,7.657432432432433,14.43,1101.0,74.7829268292683,1975.0,6.189
396,LVA,2019,7.61156462585034,16.543666666666667,1183.0,75.3878048780488,1888.5,6.637
397,MEX,2001,5.907382550335571,108.07,366.98071289,73.867,165.3,4.582
398,MEX,2002,6.038255033557047,128.42,388.02792358,74.106,169.1,4.83
399,MEX,2003,5.9818791946308725,140.68666666666667,414.04000854,74.274,169.9,5.54
400,MEX,2004,6.1516778523489934,50.92777777777778,448.06021118,74.372,167.3,5.684
401,MEX,2005,5.844295302013423,53.22138888888889,485.67388916,74.376,170.2,5.581
402,MEX,2006,5.875167785234899,61.176388888888894,516.06396484,74.331,169.9,5.406
403,MEX,2007,5.886577181208054,71.98916666666668,560.4942627,74.238,167.5,5.507
404,MEX,2008,5.626174496644295,79.60361111111112,576.71539307,74.152,173.1,5.446
405,MEX,2009,5.7114093959731544,87.27166666666666,496.8142395,74.119,50664.5,5.848
406,MEX,2010,5.793959731543624,99.87055555555557,539.26550293,74.19,50921.5,5.49
407,MEX,2011,5.643624161073825,102.99583333333332,570.73046875,74.365,167.8,5.301
408,MEX,2012,5.571812080536913,120.12972222222221,587.82843018,74.574,170.5,5.421
409,MEX,2013,5.657046979865771,124.48666666666668,631.21350098,74.739,168.6,5.577
410,MEX,2014,5.728187919463087,132.93305555555557,615.10314941,74.797,175.0,5.353
411,MEX,2015,5.735570469798658,135.83305555555555,558.1651001,74.682,60118.0,5.527
412,MEX,2016,5.424161073825503,144.05333333333334,492.87399292,74.412,63115.5,5.385
413,MEX,2017,5.626845637583892,150.03277777777777,514.88970947,74.138,64294.5,5.312
414,MEX,2018,6.01523178807947,146.71666666666667,530.64782715,74.015,184.6,5.238
415,MEX,2019,5.816556291390729,159.35999999999999,552.70422363,74.202,188.8,5.297
416,NLD,2000,9.740939597315437,1.595,2028.0,77.9878048780488,13821.0,7.707
417,NLD,2004,8.016778523489933,57.58,3689.0,79.0951219512195,13057.0,9.111
418,NLD,2005,7.756375838926174,42.45125,3823.0,79.3463414634146,13111.0,9.097
419,NLD,2006,7.481208053691275,70.3025,4080.0,79.6975609756098,12631.0,9.081
420,NLD,2007,7.168456375838926,54.37875,4696.0,80.0975609756098,12629.0,9.053
421,NLD,2008,6.913422818791947,48.620000000000005,5382.0,80.2512195121951,12736.0,9.277
422,NLD,2009,6.6328859060402685,51.87583333333333,5283.0,80.5487804878049,12511.0,9.993
423,NLD,2010,6.385906040268456,55.394999999999996,5192.0,80.7024390243902,12538.0,10.155
424,NLD,2011,6.050335570469799,57.85333333333333,5562.0,81.2048780487805,12970.0,10.234
425,NLD,2012,5.93020134228188,53.60166666666667,5285.0,81.1048780487805,13053.0,10.539
426,NLD,2013,5.300675675675675,52.62166666666666,5533.0,81.3048780487805,12674.0,10.584
427,NLD,2014,5.072297297297298,58.35,5602.0,81.7073170731707,12519.0,10.567
428,NLD,2015,4.983108108108108,57.1875,4677.0,81.509756097561,194.0,10.324
429,NLD,2016,4.985135135135135,56.72958333333334,4644.0,81.5609756097561,190.7,10.294
430,NLD,2017,4.935135135135135,58.21,4935.0,81.7609756097561,12860.0,10.108
431,NLD,2018,4.819463087248322,61.01291666666666,5331.0,81.8121951219512,17967.0,10.02
432,NLD,2019,4.800000000000001,62.13791666666666,5341.0,82.1121951219512,17192.0,10.14
433,NOR,2016,4.95578231292517,21.337500000000002,7497.0,82.4073170731707,50.8,10.53
434,NZL,2000,12.409395973154362,22.665,1054.91210938,78.6365853658537,1820.0,7.47
435,NZL,2001,13.463513513513515,40.872499999999995,1054.32800293,78.6926829268293,1838.0,7.579
436,NZL,2002,14.148993288590605,36.55166666666667,1250.92895508,78.8463414634146,1804.0,7.9
437,NZL,2003,15.028859060402684,28.08625,1611.79040527,79.1463414634146,1694.0,7.722
438,NZL,2004,15.604026845637584,36.093333333333334,1983.18701172,79.5487804878049,1655.0,7.901
439,NZL,2006,16.488590604026847,17.345,2305.14648438,80.0487804878049,1640.5,8.638
440,NZL,2007,14.81418918918919,42.461666666666666,2706.79956055,80.1512195121951,1696.0,8.329
441,NZL,2008,14.44496644295302,26.340833333333332,2851.11914063,80.3512195121951,1642.5,9.124
442,NZL,2009,13.833783783783785,27.93416666666667,2713.81420898,80.7024390243902,1651.0,9.621
443,NZL,2010,14.60135135135135,29.003333333333334,3233.77856445,80.9048780487805,1546.5,9.593
444,NZL,2011,13.916216216216215,29.781666666666666,3656.73071289,81.1560975609756,1569.5,9.52
445,NZL,2012,13.06081081081081,29.750833333333333,3856.1730957,81.4073170731707,1604.0,9.652
446,NZL,2013,13.324324324324325,31.344166666666666,4014.97460938,81.4048780487805,3137.5,9.36
447,NZL,2014,10.80945945945946,31.878,4192.74365234,81.4568292682927,3329.0,9.402
448,NZL,2015,12.152702702702703,32.248,3600.95629883,81.6124390243903,68.4,9.283
449,NZL,2016,11.40337837837838,32.425000000000004,3739.40136719,81.6585365853659,66.2,9.244
450,POL,2003,8.806711409395973,141.27166666666668,339.0,74.5975609756098,393.7,5.954
451,POL,2004,8.471140939597316,129.17125,392.0,74.8463414634146,386.8,5.868
452,POL,2005,8.822147651006711,137.76874999999998,466.0,74.9951219512195,379.2,5.807
453,POL,2006,8.584563758389262,142.1325,524.0,75.1439024390244,377.8,5.803
454,POL,2007,8.38255033557047,153.80625,661.0,75.2439024390244,374.6,5.873
455,POL,2008,8.436241610738255,119.556,893.0,75.5439024390244,367.5,6.376
456,POL,2009,8.447651006711409,132.177,760.0,75.6951219512195,128147.0,6.588
457,POL,2010,8.342953020134228,146.406,809.0,76.2463414634146,123440.0,6.468
458,POL,2011,8.067785234899329,92.81566666666667,866.0,76.6951219512195,328.1,6.287
459,POL,2012,7.698657718120805,96.09700000000001,815.0,76.7463414634146,322.1,6.265
460,POL,2013,7.563758389261745,97.29666666666667,878.0,77.0,312.1,6.48
461,POL,2014,7.524832214765101,88.63361111111111,911.0,77.6024390243903,293.1,6.319
462,POL,2015,7.824832214765101,96.5011111111111,804.0,77.4512195121951,77079.0,6.404
463,POL,2016,7.719463087248322,95.6475,816.0,77.8512195121951,77361.0,6.571
464,POL,2017,7.725503355704698,94.16583333333334,910.0,77.7536585365854,79311.0,6.583
465,POL,2018,7.696644295302014,101.8625,979.0,77.6024390243903,287.2,6.313
466,POL,2019,7.660402684563758,103.68805555555556,1014.0,77.9048780487805,291.4,6.46
467,PRT,2002,7.973426573426573,32.33,1139.0,77.0658536585366,6498.0,8.786
468,PRT,2003,7.780555555555556,33.1425,1443.0,77.219512195122,6236.0,9.124
469,PRT,2007,7.620833333333333,87.275,2113.0,78.3219512195122,5339.5,9.252
470,PRT,2008,7.731944444444444,54.492222222222225,2392.0,78.5243902439025,5274.0,9.583
471,PRT,2009,7.627777777777778,47.3425,2347.0,78.7268292682927,5178.5,10.131
472,PRT,2010,7.7027777777777775,56.36999999999999,2259.0,79.0268292682927,5031.5,10.033
473,PRT,2011,7.753472222222222,37.94416666666667,2256.0,80.4707317073171,203.8,9.731
474,PRT,2012,7.725694444444445,38.962500000000006,1980.0,80.3731707317073,196.1,9.654
475,PRT,2013,7.548611111111111,39.07083333333333,2031.0,80.7219512195122,4608.5,9.405
476,PRT,2014,7.663888888888889,41.3725,2060.0,81.1219512195122,4701.5,9.343
477,PRT,2015,7.736805555555556,40.28916666666667,1791.0,81.1243902439025,4632.0,9.316
478,PRT,2018,8.069594594594594,44.3275,2216.0,81.3243902439024,4604.5,9.413
479,PRT,2019,8.20945945945946,46.33,2222.0,81.6756097560976,4365.5,9.514
480,ROU,2018,6.838255033557046,45.49916666666667,687.0,75.3585365853659,15245.0,5.518
481,ROU,2019,6.7148648648648654,49.30861111111111,739.0,75.6073170731707,14695.0,5.714
482,SVK,2000,10.49731543624161,10.009444444444444,204.0,73.0512195121951,515.5,5.303
483,SVK,2001,10.019463087248322,10.541666666666666,212.0,73.4024390243903,504.5,5.332
484,SVK,2002,9.34765100671141,11.529444444444444,254.0,73.6048780487805,486.7,5.509
485,SVK,2003,9.177852348993289,13.77,344.0,73.6048780487805,480.6,5.448
486,SVK,2004,9.269127516778523,15.876666666666665,512.0,73.9585365853659,464.0,6.469
487,SVK,2005,8.948322147651007,16.99388888888889,601.0,73.9048780487805,462.3,6.589
488,SVK,2006,8.835570469798657,17.25583333333333,729.0,74.2048780487805,453.8,6.851
489,SVK,2008,8.259060402684565,19.025000000000002,1252.0,74.7048780487805,424.1,6.956
490,SVK,2009,8.077181208053691,18.689722222222223,1320.0,74.909756097561,406.5,7.948
491,SVK,2010,7.832214765100671,19.14333333333333,1297.0,75.1121951219512,396.6,7.666
492,SVK,2012,7.893288590604027,20.011111111111113,1319.0,76.109756097561,376.5,7.536
493,SVK,2014,7.66510067114094,21.979444444444443,1289.0,76.8121951219512,346.8,6.884
494,SVK,2016,7.604026845637584,22.432222222222222,1176.0,77.1658536585366,336.7,6.973
495,SVK,2017,7.4959731543624155,23.085,1189.0,77.1658536585366,195.5,6.757
496,SVK,2018,7.366442953020135,22.94888888888889,1300.0,77.2658536585366,197.8,6.666
497,SVK,2019,7.380405405405406,21.82638888888889,1342.0,77.6658536585366,3218.5,6.92
498,SVN,2002,7.2405405405405405,3.0016666666666665,945.0,76.0073170731707,2196.0,8.021
499,SVN,2004,8.725503355704697,7.203333333333333,1369.0,77.2073170731707,209.6,7.94
500,SVN,2005,8.822147651006711,7.499666666666666,1449.0,77.6121951219512,197.0,7.996
501,SVN,2006,8.643624161073825,7.655277777777778,1542.0,78.0865853658537,193.6,7.823
502,SVN,2007,8.880536912751678,8.473333333333334,1796.0,78.5609756097561,195.1,7.511
503,SVN,2008,8.523489932885907,8.384722222222221,2179.0,78.7658536585366,187.7,7.855
504,SVN,2009,8.363758389261745,8.607777777777779,2125.0,78.9707317073171,181.2,8.541
505,SVN,2010,8.115436241610738,9.011111111111111,2017.0,79.4219512195122,172.9,8.565
506,SVN,2011,8.105369127516779,9.254166666666666,2148.0,79.9707317073171,167.7,8.536
507,SVN,2012,8.15234899328859,9.165833333333333,1975.0,80.1243902439024,166.6,8.715
508,SVN,2013,7.793959731543624,8.996944444444445,2055.0,80.3219512195122,161.0,8.74
509,SVN,2014,7.839597315436242,9.073888888888888,2062.0,81.0780487804878,150.9,8.502
510,SVN,2015,7.706711409395973,9.155833333333334,1776.0,80.7756097560976,2617.5,8.517
511,SVN,2016,7.814093959731544,9.731666666666667,1835.0,81.1756097560976,2621.5,8.478
512,SVN,2017,7.774496644295302,9.975555555555555,1925.0,81.0292682926829,2575.0,8.185
513,SVN,2018,7.7791946308724835,10.216666666666667,2170.0,81.3780487804878,2482.5,8.277
514,SVN,2019,7.5228187919463085,10.515555555555556,2219.0,81.5292682926829,141.5,8.491
515,SWE,2015,5.4255033557046985,38.93888888888889,5599.0,82.2048780487805,123.4,10.804
516,SWE,2016,5.44228187919463,41.64555555555556,5681.0,82.3073170731707,119.9,10.852
517,SWE,2017,5.371621621621622,38.17444444444445,5838.0,82.409756097561,97.9,10.785
518,SWE,2018,5.219463087248322,38.68333333333334,6005.0,82.5585365853659,53.4,10.941
519,SWE,2019,5.22013422818792,48.463888888888896,5653.0,83.109756097561,49.5,10.832
520,TUR,2009,4.2,208.69,494.0,74.765,147.5,5.494
521,TUR,2010,4.1,216.41916666666668,533.0,75.069,147.4,5.021
522,TUR,2011,5.131292517006802,234.70250000000001,526.0,74.941,148.5,4.653
523,TUR,2012,5.129251700680272,264.64,520.0,75.678,142.4,4.444
524,TUR,2013,5.226351351351352,272.2783333333333,547.0,76.297,162.8,4.371
525,TUR,2014,5.341216216216216,277.55083333333334,520.0,76.565,135.3,4.325
526,TUR,2015,4.695945945945946,284.8458333333333,447.0,76.646,136.9,4.117
527,TUR,2016,4.80608108108108,296.78000000000003,460.0,76.66,156.2,4.285
528,TUR,2017,4.873648648648648,306.6041666666667,437.0,77.141,149.7,4.18
529,TUR,2018,4.905405405405405,313.38666666666666,388.0,77.563,139.6,4.121
530,USA,2000,4.982876712328767,6500.96,4533.82617188,76.6365853658537,252.5,12.49
531,USA,2001,4.916551724137931,2836.562142857143,4881.20751953,76.8365853658537,248.9,13.168
532,USA,2002,4.941379310344828,6609.4,5304.52001953,76.9365853658537,246.6,13.995
533,USA,2003,4.961267605633803,2997.582142857143,5708.55175781,77.0365853658537,243.1,14.506
534,USA,2004,4.986013986013986,3453.324285714286,6047.81835938,77.4878048780488,235.9,14.551
535,USA,2005,4.940845070422535,6835.05,6404.18603516,77.4878048780488,233.0,14.579
536,USA,2006,4.759027777777778,3563.2599999999998,6779.22753906,77.6878048780488,228.2,14.709
537,USA,2007,4.82887323943662,3571.532142857143,7132.44677734,77.9878048780488,222.4,14.918
538,USA,2008,4.915942028985507,2940.6385714285716,7347.45458984,78.0390243902439,92.5,15.207
539,USA,2009,4.863043478260869,6427.385,7602.74560547,78.390243902439,89.9,16.201
540,USA,2010,4.8362318840579706,2790.0621428571426,7833.04492188,78.5414634146342,208.3,16.197
