,code,country,year,set_healtchare_capita_outcomes
2258,ESP,Spain,2013,0.012
2259,ESP,Spain,2013,100.0
2260,ESP,Spain,2013,1140.725
2261,ESP,Spain,2013,189.762
2262,ESP,Spain,2013,0.112
2263,ESP,Spain,2013,0.001
2264,ESP,Spain,2013,5.17
2265,ESP,Spain,2013,4.355
2266,ESP,Spain,2013,0.052
2267,ESP,Spain,2013,100.0
2268,ESP,Spain,2013,100.0
2269,ESP,Spain,2013,100.0
2270,ESP,Spain,2013,0.019
2271,ESP,Spain,2013,0.08
2272,ESP,Spain,2013,816.391
2273,ESP,Spain,2013,100.0
2274,ESP,Spain,2013,100.0
2275,ESP,Spain,2013,124.994
2276,ESP,Spain,2013,100.0
2277,ESP,Spain,2014,0.015
2278,ESP,Spain,2014,100.0
2279,ESP,Spain,2014,1167.744
2280,ESP,Spain,2014,233.695
2281,ESP,Spain,2014,0.113
2282,ESP,Spain,2014,2.344
2283,ESP,Spain,2014,0.899
2284,ESP,Spain,2014,0.046
2285,ESP,Spain,2014,100.0
2286,ESP,Spain,2014,100.0
2287,ESP,Spain,2014,100.0
2288,ESP,Spain,2014,0.023
2289,ESP,Spain,2014,100.0
2290,ESP,Spain,2014,0.075
2291,ESP,Spain,2014,777.123
2292,ESP,Spain,2014,100.0
2293,ESP,Spain,2014,100.0
2294,ESP,Spain,2014,153.638
2295,ESP,Spain,2015,0.015
2296,ESP,Spain,2015,100.0
2297,ESP,Spain,2015,1369.275
2298,ESP,Spain,2015,168.9
2299,ESP,Spain,2015,0.127
2300,ESP,Spain,2015,3.33
2301,ESP,Spain,2015,2.386
2302,ESP,Spain,2015,0.107
2303,ESP,Spain,2015,100.0
2304,ESP,Spain,2015,100.0
2305,ESP,Spain,2015,100.0
2306,ESP,Spain,2015,0.016
2307,ESP,Spain,2015,100.0
2308,ESP,Spain,2015,0.095
2309,ESP,Spain,2015,1028.158
2310,ESP,Spain,2015,100.0
2311,ESP,Spain,2015,100.0
2312,ESP,Spain,2015,166.394
2313,ESP,Spain,2016,0.013
2314,ESP,Spain,2016,100.0
2315,ESP,Spain,2016,1368.314
2316,ESP,Spain,2016,152.157
2317,ESP,Spain,2016,0.123
2318,ESP,Spain,2016,0.001
2319,ESP,Spain,2016,8.102
2320,ESP,Spain,2016,3.023
2321,ESP,Spain,2016,0.074
2322,ESP,Spain,2016,100.0
2323,ESP,Spain,2016,100.0
2324,ESP,Spain,2016,100.0
2325,ESP,Spain,2016,100.0
2326,ESP,Spain,2016,0.014
2327,ESP,Spain,2016,100.0
2328,ESP,Spain,2016,0.095
2329,ESP,Spain,2016,1054.12
2330,ESP,Spain,2016,100.0
2331,ESP,Spain,2016,100.0
2332,ESP,Spain,2016,149.903
2333,ESP,Spain,2016,0.935
2334,ESP,Spain,2017,0.016
2335,ESP,Spain,2017,1450.182
2336,ESP,Spain,2017,167.857
2337,ESP,Spain,2017,0.125
2338,ESP,Spain,2017,0.001
2339,ESP,Spain,2017,14.956
2340,ESP,Spain,2017,2.801
2341,ESP,Spain,2017,100.0
2342,ESP,Spain,2017,0.577
2343,ESP,Spain,2017,100.0
2344,ESP,Spain,2017,100.0
2345,ESP,Spain,2017,100.0
2346,ESP,Spain,2017,0.014
2347,ESP,Spain,2017,100.0
2348,ESP,Spain,2017,0.093
2349,ESP,Spain,2017,1076.716
2350,ESP,Spain,2017,100.0
2351,ESP,Spain,2017,100.0
2352,ESP,Spain,2017,186.343
2353,ESP,Spain,2017,0.932
2354,ESP,Spain,2017,100.0
2355,ESP,Spain,2018,0.016
2356,ESP,Spain,2018,100.0
2357,ESP,Spain,2018,1745.368
2358,ESP,Spain,2018,181.253
2359,ESP,Spain,2018,0.145
2360,ESP,Spain,2018,0.002
2361,ESP,Spain,2018,22.785
2362,ESP,Spain,2018,3.194
2363,ESP,Spain,2018,1.059
2364,ESP,Spain,2018,100.0
2365,ESP,Spain,2018,100.0
2366,ESP,Spain,2018,100.0
2367,ESP,Spain,2018,100.0
2368,ESP,Spain,2018,0.015
2369,ESP,Spain,2018,100.0
2370,ESP,Spain,2018,0.112
2371,ESP,Spain,2018,100.0
2372,ESP,Spain,2018,1347.773
2373,ESP,Spain,2018,100.0
2374,ESP,Spain,2018,187.856
2375,ESP,Spain,2018,1.449
2376,ESP,Spain,2019,0.017
2377,ESP,Spain,2019,100.0
2378,ESP,Spain,2019,1783.711
2379,ESP,Spain,2019,190.333
2380,ESP,Spain,2019,0.143
2381,ESP,Spain,2019,0.001
2382,ESP,Spain,2019,15.893
2383,ESP,Spain,2019,3.241
2384,ESP,Spain,2019,0.274
2385,ESP,Spain,2019,100.0
2386,ESP,Spain,2019,100.0
2387,ESP,Spain,2019,100.0
2388,ESP,Spain,2019,100.0
2389,ESP,Spain,2019,0.015
2390,ESP,Spain,2019,100.0
2391,ESP,Spain,2019,0.109
2392,ESP,Spain,2019,100.0
2393,ESP,Spain,2019,1359.016
2394,ESP,Spain,2019,100.0
2395,ESP,Spain,2019,213.209
2396,ESP,Spain,2019,1.746
2397,FIN,Finland,2001,4.552
2398,FIN,Finland,2001,0.012
2399,FIN,Finland,2001,26.462
2400,FIN,Finland,2001,23.169
2401,FIN,Finland,2001,0.015
2402,FIN,Finland,2001,90.84
2403,FIN,Finland,2001,137.293
2404,FIN,Finland,2001,91.038
2405,FIN,Finland,2001,8.37
2406,FIN,Finland,2001,100.0
2407,FIN,Finland,2001,0.065
2408,FIN,Finland,2001,228.644
2409,FIN,Finland,2001,4.3
2410,FIN,Finland,2001,100.0
2411,FIN,Finland,2001,116.614
2412,FIN,Finland,2001,0.003
2413,FIN,Finland,2001,245.225
2414,FIN,Finland,2001,62.331
2415,FIN,Finland,2001,0.046
2416,FIN,Finland,2001,0.17
2417,FIN,Finland,2001,66.987
2418,FIN,Finland,2001,24.038
2419,FIN,Finland,2001,47.724
2420,FIN,Finland,2001,0.325
2421,FIN,Finland,2001,0.017
2422,FIN,Finland,2001,0.001
2423,FIN,Finland,2001,0.057
2424,FIN,Finland,2001,0.063
2425,FIN,Finland,2001,31.79
2426,FIN,Finland,2001,5.879
2427,FIN,Finland,2001,100.0
2428,FIN,Finland,2001,0.3
2429,FIN,Finland,2001,94.457
2430,FIN,Finland,2001,0.095
2431,FIN,Finland,2001,0.016
2432,FIN,Finland,2001,21.566
2433,FIN,Finland,2001,100.0
2434,FIN,Finland,2001,0.681
2435,FIN,Finland,2001,44.053
2436,FIN,Finland,2001,0.018
2437,FIN,Finland,2001,70.918
2438,FIN,Finland,2001,2.107
2439,FIN,Finland,2001,100.0
2440,FIN,Finland,2001,0.317
2441,FIN,Finland,2001,24.529
2442,FIN,Finland,2001,55.987
2443,FIN,Finland,2001,366.825
2444,FIN,Finland,2001,7.962
2445,FIN,Finland,2001,16.893
2446,FIN,Finland,2001,0.158
2447,FIN,Finland,2001,6.889
2448,FIN,Finland,2001,0.254
2449,FIN,Finland,2001,0.081
2450,FIN,Finland,2001,37.124
2451,FIN,Finland,2001,1.198
2452,FIN,Finland,2002,0.001
2453,FIN,Finland,2002,4.56
2454,FIN,Finland,2002,0.012
2455,FIN,Finland,2002,25.897
2456,FIN,Finland,2002,0.015
2457,FIN,Finland,2002,95.91
2458,FIN,Finland,2002,190.063
2459,FIN,Finland,2002,99.631
2460,FIN,Finland,2002,2.009
2461,FIN,Finland,2002,100.0
2462,FIN,Finland,2002,0.067
2463,FIN,Finland,2002,299.699
2464,FIN,Finland,2002,4.552
2465,FIN,Finland,2002,100.0
2466,FIN,Finland,2002,127.021
2467,FIN,Finland,2002,0.003
2468,FIN,Finland,2002,307.271
2469,FIN,Finland,2002,66.715
2470,FIN,Finland,2002,0.047
2471,FIN,Finland,2002,0.207
2472,FIN,Finland,2002,69.379
2473,FIN,Finland,2002,38.924
2474,FIN,Finland,2002,86.455
2475,FIN,Finland,2002,1.334
2476,FIN,Finland,2002,0.026
2477,FIN,Finland,2002,0.001
2478,FIN,Finland,2002,0.031
2479,FIN,Finland,2002,0.067
2480,FIN,Finland,2002,28.276
2481,FIN,Finland,2002,5.01
2482,FIN,Finland,2002,100.0
2483,FIN,Finland,2002,99.828
2484,FIN,Finland,2002,0.128
2485,FIN,Finland,2002,0.017
2486,FIN,Finland,2002,40.584
2487,FIN,Finland,2002,0.178
2488,FIN,Finland,2002,22.506
2489,FIN,Finland,2002,100.0
2490,FIN,Finland,2002,1.543
2491,FIN,Finland,2002,11.536
2492,FIN,Finland,2002,0.027
2493,FIN,Finland,2002,69.499
2494,FIN,Finland,2002,1.314
2495,FIN,Finland,2002,100.0
2496,FIN,Finland,2002,0.346
2497,FIN,Finland,2002,25.942
2498,FIN,Finland,2002,61.855
2499,FIN,Finland,2002,449.226
2500,FIN,Finland,2002,0.001
2501,FIN,Finland,2002,3.238
2502,FIN,Finland,2002,17.577
2503,FIN,Finland,2002,0.202
2504,FIN,Finland,2002,5.72
2505,FIN,Finland,2002,0.303
2506,FIN,Finland,2002,0.086
2507,FIN,Finland,2002,32.424
2508,FIN,Finland,2002,0.853
2509,FIN,Finland,2003,0.001
2510,FIN,Finland,2003,0.013
2511,FIN,Finland,2003,50.789
2512,FIN,Finland,2003,20.118
2513,FIN,Finland,2003,0.016
2514,FIN,Finland,2003,94.721
2515,FIN,Finland,2003,179.627
2516,FIN,Finland,2003,105.941
2517,FIN,Finland,2003,2.654
2518,FIN,Finland,2003,100.0
2519,FIN,Finland,2003,0.062
2520,FIN,Finland,2003,299.259
2521,FIN,Finland,2003,3.633
2522,FIN,Finland,2003,100.0
2523,FIN,Finland,2003,128.482
2524,FIN,Finland,2003,0.002
2525,FIN,Finland,2003,305.088
2526,FIN,Finland,2003,66.288
2527,FIN,Finland,2003,0.046
2528,FIN,Finland,2003,0.201
2529,FIN,Finland,2003,70.054
2530,FIN,Finland,2003,48.108
2531,FIN,Finland,2003,82.947
2532,FIN,Finland,2003,0.032
2533,FIN,Finland,2003,0.001
2534,FIN,Finland,2003,0.07
2535,FIN,Finland,2003,28.46
2536,FIN,Finland,2003,5.253
2537,FIN,Finland,2003,100.0
2538,FIN,Finland,2003,0.255
2539,FIN,Finland,2003,93.805
2540,FIN,Finland,2003,0.118
2541,FIN,Finland,2003,0.013
2542,FIN,Finland,2003,3.873
2543,FIN,Finland,2003,0.047
2544,FIN,Finland,2003,1.469
2545,FIN,Finland,2003,23.714
2546,FIN,Finland,2003,100.0
2547,FIN,Finland,2003,1.771
2548,FIN,Finland,2003,0.033
2549,FIN,Finland,2003,74.68
2550,FIN,Finland,2003,2.168
2551,FIN,Finland,2003,100.0
2552,FIN,Finland,2003,0.513
2553,FIN,Finland,2003,21.447
2554,FIN,Finland,2003,58.877
2555,FIN,Finland,2003,451.454
2556,FIN,Finland,2003,0.001
2557,FIN,Finland,2003,4.269
2558,FIN,Finland,2003,19.52
2559,FIN,Finland,2003,0.197
2560,FIN,Finland,2003,6.398
2561,FIN,Finland,2003,0.298
2562,FIN,Finland,2003,0.085
2563,FIN,Finland,2003,34.725
2564,FIN,Finland,2003,1.01
2565,FIN,Finland,2003,14.399
2566,FIN,Finland,2004,4.514
2567,FIN,Finland,2004,0.012
2568,FIN,Finland,2004,39.781
2569,FIN,Finland,2004,24.438
2570,FIN,Finland,2004,0.015
2571,FIN,Finland,2004,93.406
2572,FIN,Finland,2004,183.935
2573,FIN,Finland,2004,97.073
2574,FIN,Finland,2004,4.946
2575,FIN,Finland,2004,0.065
2576,FIN,Finland,2004,294.781
2577,FIN,Finland,2004,4.624
2578,FIN,Finland,2004,100.0
2579,FIN,Finland,2004,123.715
2580,FIN,Finland,2004,0.003
2581,FIN,Finland,2004,299.508
2582,FIN,Finland,2004,66.663
2583,FIN,Finland,2004,0.046
2584,FIN,Finland,2004,0.189
2585,FIN,Finland,2004,73.381
2586,FIN,Finland,2004,37.158
2587,FIN,Finland,2004,66.022
2588,FIN,Finland,2004,0.307
2589,FIN,Finland,2004,0.023
2590,FIN,Finland,2004,0.001
2591,FIN,Finland,2004,0.023
2592,FIN,Finland,2004,0.061
2593,FIN,Finland,2004,27.977
2594,FIN,Finland,2004,5.36
2595,FIN,Finland,2004,100.0
2596,FIN,Finland,2004,0.135
2597,FIN,Finland,2004,102.443
2598,FIN,Finland,2004,0.116
2599,FIN,Finland,2004,0.015
2600,FIN,Finland,2004,100.0
2601,FIN,Finland,2004,23.701
2602,FIN,Finland,2004,100.0
2603,FIN,Finland,2004,0.465
2604,FIN,Finland,2004,29.032
2605,FIN,Finland,2004,0.025
2606,FIN,Finland,2004,71.631
2607,FIN,Finland,2004,2.069
2608,FIN,Finland,2004,100.0
2609,FIN,Finland,2004,0.555
2610,FIN,Finland,2004,23.855
2611,FIN,Finland,2004,61.412
2612,FIN,Finland,2004,442.197
2613,FIN,Finland,2004,5.201
2614,FIN,Finland,2004,18.499
2615,FIN,Finland,2004,0.186
2616,FIN,Finland,2004,6.176
2617,FIN,Finland,2004,0.279
2618,FIN,Finland,2004,0.078
2619,FIN,Finland,2004,32.411
2620,FIN,Finland,2004,1.395
2621,FIN,Finland,2005,5.457
2622,FIN,Finland,2005,0.014
2623,FIN,Finland,2005,59.879
2624,FIN,Finland,2005,25.096
2625,FIN,Finland,2005,0.018
2626,FIN,Finland,2005,97.114
2627,FIN,Finland,2005,196.269
2628,FIN,Finland,2005,116.737
2629,FIN,Finland,2005,11.714
2630,FIN,Finland,2005,100.0
2631,FIN,Finland,2005,0.056
2632,FIN,Finland,2005,316.532
2633,FIN,Finland,2005,5.028
2634,FIN,Finland,2005,100.0
2635,FIN,Finland,2005,143.525
2636,FIN,Finland,2005,0.003
2637,FIN,Finland,2005,336.72
2638,FIN,Finland,2005,64.705
2639,FIN,Finland,2005,0.038
2640,FIN,Finland,2005,0.204
2641,FIN,Finland,2005,62.012
2642,FIN,Finland,2005,58.151
2643,FIN,Finland,2005,21.692
2644,FIN,Finland,2005,0.1
2645,FIN,Finland,2005,0.035
2646,FIN,Finland,2005,0.001
2647,FIN,Finland,2005,0.054
2648,FIN,Finland,2005,0.071
2649,FIN,Finland,2005,29.339
2650,FIN,Finland,2005,5.957
2651,FIN,Finland,2005,100.0
2652,FIN,Finland,2005,0.307
2653,FIN,Finland,2005,92.136
2654,FIN,Finland,2005,0.119
2655,FIN,Finland,2005,0.015
2656,FIN,Finland,2005,29.139
2657,FIN,Finland,2005,100.0
2658,FIN,Finland,2005,0.461
2659,FIN,Finland,2005,66.594
2660,FIN,Finland,2005,0.036
2661,FIN,Finland,2005,67.305
2662,FIN,Finland,2005,1.386
2663,FIN,Finland,2005,100.0
2664,FIN,Finland,2005,27.238
2665,FIN,Finland,2005,0.343
2666,FIN,Finland,2005,58.288
2667,FIN,Finland,2005,489.196
2668,FIN,Finland,2005,2.315
2669,FIN,Finland,2005,23.715
2670,FIN,Finland,2005,0.192
2671,FIN,Finland,2005,7.043
2672,FIN,Finland,2005,0.297
2673,FIN,Finland,2005,0.087
2674,FIN,Finland,2005,34.669
2675,FIN,Finland,2005,0.573
2676,FIN,Finland,2006,8.819
2677,FIN,Finland,2006,0.022
2678,FIN,Finland,2006,63.263
2679,FIN,Finland,2006,29.146
2680,FIN,Finland,2006,0.029
2681,FIN,Finland,2006,92.033
2682,FIN,Finland,2006,253.044
2683,FIN,Finland,2006,109.142
2684,FIN,Finland,2006,5.344
2685,FIN,Finland,2006,100.0
2686,FIN,Finland,2006,0.078
2687,FIN,Finland,2006,405.715
2688,FIN,Finland,2006,11.885
2689,FIN,Finland,2006,100.0
2690,FIN,Finland,2006,143.183
2691,FIN,Finland,2006,0.007
2692,FIN,Finland,2006,400.848
2693,FIN,Finland,2006,67.643
2694,FIN,Finland,2006,0.054
2695,FIN,Finland,2006,0.232
2696,FIN,Finland,2006,93.728
2697,FIN,Finland,2006,58.223
2698,FIN,Finland,2006,78.517
2699,FIN,Finland,2006,0.72
2700,FIN,Finland,2006,0.034
2701,FIN,Finland,2006,0.003
2702,FIN,Finland,2006,0.049
2703,FIN,Finland,2006,0.063
2704,FIN,Finland,2006,23.872
2705,FIN,Finland,2006,8.485
2706,FIN,Finland,2006,100.0
2707,FIN,Finland,2006,0.148
2708,FIN,Finland,2006,134.759
2709,FIN,Finland,2006,0.146
2710,FIN,Finland,2006,0.017
2711,FIN,Finland,2006,0.001
2712,FIN,Finland,2006,50.89
2713,FIN,Finland,2006,100.0
2714,FIN,Finland,2006,0.917
2715,FIN,Finland,2006,16.14
2716,FIN,Finland,2006,0.037
2717,FIN,Finland,2006,69.552
2718,FIN,Finland,2006,4.746
2719,FIN,Finland,2006,100.0
2720,FIN,Finland,2006,21.628
2721,FIN,Finland,2006,0.294
2722,FIN,Finland,2006,63.127
2723,FIN,Finland,2006,599.787
2724,FIN,Finland,2006,7.502
2725,FIN,Finland,2006,38.662
2726,FIN,Finland,2006,0.235
2727,FIN,Finland,2006,9.645
2728,FIN,Finland,2006,0.347
2729,FIN,Finland,2006,0.083
2730,FIN,Finland,2006,27.228
2731,FIN,Finland,2006,0.465
2732,FIN,Finland,2007,5.76
2733,FIN,Finland,2007,74.962
2734,FIN,Finland,2007,95.474
2735,FIN,Finland,2007,127.446
2736,FIN,Finland,2007,3.571
2737,FIN,Finland,2007,100.0
2738,FIN,Finland,2007,8.129
2739,FIN,Finland,2007,100.0
2740,FIN,Finland,2007,387.605
2741,FIN,Finland,2007,0.207
2742,FIN,Finland,2007,104.314
2743,FIN,Finland,2007,71.569
2744,FIN,Finland,2007,59.184
2745,FIN,Finland,2007,0.116
2746,FIN,Finland,2007,0.007
2747,FIN,Finland,2007,26.397
2748,FIN,Finland,2007,100.0
2749,FIN,Finland,2007,0.074
2750,FIN,Finland,2007,0.118
2751,FIN,Finland,2007,0.021
2752,FIN,Finland,2007,220.637
2753,FIN,Finland,2007,0.026
2754,FIN,Finland,2007,28.691
2755,FIN,Finland,2007,0.075
2756,FIN,Finland,2007,396.636
2757,FIN,Finland,2007,0.056
2758,FIN,Finland,2007,65.68
2759,FIN,Finland,2007,0.004
2760,FIN,Finland,2007,159.41
2761,FIN,Finland,2007,0.068
2762,FIN,Finland,2007,0.002
2763,FIN,Finland,2007,0.038
2764,FIN,Finland,2007,141.134
2765,FIN,Finland,2007,7.924
2766,FIN,Finland,2007,0.015
2767,FIN,Finland,2007,100.0
2768,FIN,Finland,2007,0.196
2769,FIN,Finland,2007,37.755
2770,FIN,Finland,2007,0.194
2771,FIN,Finland,2007,603.896
2772,FIN,Finland,2007,0.323
2773,FIN,Finland,2007,0.085
2774,FIN,Finland,2007,0.259
2775,FIN,Finland,2007,47.851
2776,FIN,Finland,2007,0.04
2777,FIN,Finland,2007,100.0
2778,FIN,Finland,2007,3.2
2779,FIN,Finland,2007,73.911
2780,FIN,Finland,2007,56.923
2781,FIN,Finland,2007,20.329
2782,FIN,Finland,2007,10.196
2783,FIN,Finland,2007,0.212
2784,FIN,Finland,2007,39.521
2785,FIN,Finland,2007,4.269
2786,FIN,Finland,2007,32.88
2787,FIN,Finland,2008,3.452
2788,FIN,Finland,2008,0.012
2789,FIN,Finland,2008,86.194
2790,FIN,Finland,2008,0.015
2791,FIN,Finland,2008,31.984
2792,FIN,Finland,2008,95.203
2793,FIN,Finland,2008,264.684
2794,FIN,Finland,2008,104.336
2795,FIN,Finland,2008,4.59
2796,FIN,Finland,2008,0.084
2797,FIN,Finland,2008,100.0
2798,FIN,Finland,2008,472.926
2799,FIN,Finland,2008,5.64
2800,FIN,Finland,2008,100.0
2801,FIN,Finland,2008,140.416
2802,FIN,Finland,2008,0.003
2803,FIN,Finland,2008,393.078
2804,FIN,Finland,2008,73.52
2805,FIN,Finland,2008,0.065
2806,FIN,Finland,2008,0.202
2807,FIN,Finland,2008,82.059
2808,FIN,Finland,2008,69.344
2809,FIN,Finland,2008,0.423
2810,FIN,Finland,2008,0.042
2811,FIN,Finland,2008,0.002
2812,FIN,Finland,2008,0.028
2813,FIN,Finland,2008,0.054
2814,FIN,Finland,2008,21.829
2815,FIN,Finland,2008,4.652
2816,FIN,Finland,2008,100.0
2817,FIN,Finland,2008,0.159
2818,FIN,Finland,2008,163.383
2819,FIN,Finland,2008,0.016
2820,FIN,Finland,2008,125.76
2821,FIN,Finland,2008,0.136
2822,FIN,Finland,2008,29.923
2823,FIN,Finland,2008,100.0
2824,FIN,Finland,2008,0.61
2825,FIN,Finland,2008,26.066
2826,FIN,Finland,2008,0.044
2827,FIN,Finland,2008,3.938
2828,FIN,Finland,2008,76.973
2829,FIN,Finland,2008,100.0
2830,FIN,Finland,2008,19.576
2831,FIN,Finland,2008,0.198
2832,FIN,Finland,2008,67.336
2833,FIN,Finland,2008,643.265
2834,FIN,Finland,2008,4.569
2835,FIN,Finland,2008,24.058
2836,FIN,Finland,2008,0.243
2837,FIN,Finland,2008,6.12
2838,FIN,Finland,2008,0.331
2839,FIN,Finland,2008,0.072
2840,FIN,Finland,2008,26.543
2841,FIN,Finland,2008,0.23
2842,FIN,Finland,2009,5.886
2843,FIN,Finland,2009,0.018
2844,FIN,Finland,2009,77.024
2845,FIN,Finland,2009,0.024
2846,FIN,Finland,2009,21.53
2847,FIN,Finland,2009,91.222
2848,FIN,Finland,2009,332.329
2849,FIN,Finland,2009,96.037
2850,FIN,Finland,2009,18.541
2851,FIN,Finland,2009,100.0
2852,FIN,Finland,2009,0.089
2853,FIN,Finland,2009,533.487
2854,FIN,Finland,2009,9.532
2855,FIN,Finland,2009,100.0
2856,FIN,Finland,2009,124.678
2857,FIN,Finland,2009,0.005
2858,FIN,Finland,2009,461.678
2859,FIN,Finland,2009,76.055
2860,FIN,Finland,2009,0.072
2861,FIN,Finland,2009,0.254
2862,FIN,Finland,2009,130.877
2863,FIN,Finland,2009,70.263
2864,FIN,Finland,2009,2.225
2865,FIN,Finland,2009,0.018
2866,FIN,Finland,2009,0.039
2867,FIN,Finland,2009,0.004
2868,FIN,Finland,2009,0.15
2869,FIN,Finland,2009,0.053
2870,FIN,Finland,2009,17.774
2871,FIN,Finland,2009,6.171
2872,FIN,Finland,2009,100.0
2873,FIN,Finland,2009,0.64
2874,FIN,Finland,2009,161.939
2875,FIN,Finland,2009,0.183
2876,FIN,Finland,2009,0.012
2877,FIN,Finland,2009,43.284
2878,FIN,Finland,2009,100.0
2879,FIN,Finland,2009,0.809
2880,FIN,Finland,2009,79.11
2881,FIN,Finland,2009,0.042
2882,FIN,Finland,2009,80.819
2883,FIN,Finland,2009,6.471
2884,FIN,Finland,2009,100.0
2885,FIN,Finland,2009,13.295
2886,FIN,Finland,2009,0.29
2887,FIN,Finland,2009,71.983
2888,FIN,Finland,2009,701.449
2889,FIN,Finland,2009,8.401
2890,FIN,Finland,2009,33.312
2891,FIN,Finland,2009,0.294
2892,FIN,Finland,2009,7.215
2893,FIN,Finland,2009,0.069
2894,FIN,Finland,2009,20.802
2895,FIN,Finland,2009,0.377
2896,FIN,Finland,2009,0.386
2897,FIN,Finland,2010,5.36
2898,FIN,Finland,2010,0.019
2899,FIN,Finland,2010,79.526
2900,FIN,Finland,2010,0.023
2901,FIN,Finland,2010,24.371
2902,FIN,Finland,2010,91.188
2903,FIN,Finland,2010,287.055
2904,FIN,Finland,2010,9.673
2905,FIN,Finland,2010,100.0
2906,FIN,Finland,2010,0.07
2907,FIN,Finland,2010,459.991
2908,FIN,Finland,2010,7.048
2909,FIN,Finland,2010,100.0
2910,FIN,Finland,2010,154.896
2911,FIN,Finland,2010,0.004
2912,FIN,Finland,2010,446.374
2913,FIN,Finland,2010,69.897
2914,FIN,Finland,2010,0.053
2915,FIN,Finland,2010,0.237
2916,FIN,Finland,2010,100.074
2917,FIN,Finland,2010,72.518
2918,FIN,Finland,2010,48.791
2919,FIN,Finland,2010,0.343
2920,FIN,Finland,2010,0.039
2921,FIN,Finland,2010,0.003
2922,FIN,Finland,2010,0.068
2923,FIN,Finland,2010,0.001
2924,FIN,Finland,2010,0.066
2925,FIN,Finland,2010,23.537
2926,FIN,Finland,2010,6.566
2927,FIN,Finland,2010,100.0
2928,FIN,Finland,2010,0.291
2929,FIN,Finland,2010,131.493
2930,FIN,Finland,2010,0.153
2931,FIN,Finland,2010,0.013
2932,FIN,Finland,2010,124.475
2933,FIN,Finland,2010,43.208
2934,FIN,Finland,2010,100.0
2935,FIN,Finland,2010,0.703
2936,FIN,Finland,2010,41.394
2937,FIN,Finland,2010,0.042
2938,FIN,Finland,2010,76.106
2939,FIN,Finland,2010,5.759
2940,FIN,Finland,2010,100.0
2941,FIN,Finland,2010,18.534
2942,FIN,Finland,2010,1.249
2943,FIN,Finland,2010,64.308
2944,FIN,Finland,2010,658.095
2945,FIN,Finland,2010,7.242
2946,FIN,Finland,2010,34.844
2947,FIN,Finland,2010,0.244
2948,FIN,Finland,2010,7.806
2949,FIN,Finland,2010,0.35
2950,FIN,Finland,2010,0.082
2951,FIN,Finland,2010,27.886
2952,FIN,Finland,2010,1.571
2953,FIN,Finland,2011,0.001
2954,FIN,Finland,2011,4.387
2955,FIN,Finland,2011,0.015
2956,FIN,Finland,2011,51.045
2957,FIN,Finland,2011,0.018
2958,FIN,Finland,2011,21.318
2959,FIN,Finland,2011,93.23
2960,FIN,Finland,2011,301.342
2961,FIN,Finland,2011,129.826
2962,FIN,Finland,2011,2.204
2963,FIN,Finland,2011,100.0
2964,FIN,Finland,2011,0.066
2965,FIN,Finland,2011,452.775
2966,FIN,Finland,2011,5.704
2967,FIN,Finland,2011,100.0
2968,FIN,Finland,2011,154.462
2969,FIN,Finland,2011,0.003
2970,FIN,Finland,2011,460.148
2971,FIN,Finland,2011,70.503
2972,FIN,Finland,2011,0.052
2973,FIN,Finland,2011,0.232
2974,FIN,Finland,2011,102.998
2975,FIN,Finland,2011,47.589
2976,FIN,Finland,2011,84.77
2977,FIN,Finland,2011,0.846
2978,FIN,Finland,2011,0.024
2979,FIN,Finland,2011,0.002
2980,FIN,Finland,2011,0.022
2981,FIN,Finland,2011,0.066
2982,FIN,Finland,2011,24.052
2983,FIN,Finland,2011,5.446
2984,FIN,Finland,2011,100.0
2985,FIN,Finland,2011,0.13
2986,FIN,Finland,2011,130.02
2987,FIN,Finland,2011,0.152
2988,FIN,Finland,2011,0.011
2989,FIN,Finland,2011,34.973
2990,FIN,Finland,2011,100.0
2991,FIN,Finland,2011,0.998
2992,FIN,Finland,2011,13.026
2993,FIN,Finland,2011,0.026
2994,FIN,Finland,2011,79.217
2995,FIN,Finland,2011,3.188
2996,FIN,Finland,2011,100.0
2997,FIN,Finland,2011,16.396
2998,FIN,Finland,2011,0.267
2999,FIN,Finland,2011,65.488
3000,FIN,Finland,2011,6.245
3001,FIN,Finland,2011,28.98
3002,FIN,Finland,2011,0.229
3003,FIN,Finland,2011,6.298
3004,FIN,Finland,2011,0.324
3005,FIN,Finland,2011,0.078
3006,FIN,Finland,2011,28.214
3007,FIN,Finland,2011,0.523
3008,FIN,Finland,2011,642.21
3009,FIN,Finland,2012,0.001
3010,FIN,Finland,2012,5.467
3011,FIN,Finland,2012,0.023
3012,FIN,Finland,2012,59.443
3013,FIN,Finland,2012,0.029
3014,FIN,Finland,2012,27.052
3015,FIN,Finland,2012,92.738
3016,FIN,Finland,2012,365.931
3017,FIN,Finland,2012,154.875
3018,FIN,Finland,2012,3.343
3019,FIN,Finland,2012,100.0
3020,FIN,Finland,2012,0.091
3021,FIN,Finland,2012,568.124
3022,FIN,Finland,2012,9.973
3023,FIN,Finland,2012,100.0
3024,FIN,Finland,2012,186.017
3025,FIN,Finland,2012,0.005
3026,FIN,Finland,2012,567.763
3027,FIN,Finland,2012,70.001
3028,FIN,Finland,2012,0.072
3029,FIN,Finland,2012,0.282
3030,FIN,Finland,2012,145.391
3031,FIN,Finland,2012,55.126
3032,FIN,Finland,2012,84.904
