,code,country,year,set_healtchare_capita_outcomes
4444,ISL,Iceland,2013,100.0
4445,ISL,Iceland,2013,3103.686
4446,ISL,Iceland,2013,0.008
4447,ISL,Iceland,2013,60.442
4448,ISL,Iceland,2013,0.158
4449,ISL,Iceland,2013,100.0
4450,ISL,Iceland,2013,0.004
4451,ISL,Iceland,2013,100.0
4452,ISL,Iceland,2013,0.003
4453,ISL,Iceland,2013,133.241
4454,ISL,Iceland,2013,100.0
4455,ISL,Iceland,2013,3548.016
4456,ISL,Iceland,2013,100.0
4457,ISL,Iceland,2013,163.957
4458,ISL,Iceland,2013,0.18
4459,ISL,Iceland,2014,89.725
4460,ISL,Iceland,2014,0.027
4461,ISL,Iceland,2014,100.0
4462,ISL,Iceland,2014,100.0
4463,ISL,Iceland,2014,3773.007
4464,ISL,Iceland,2014,0.005
4465,ISL,Iceland,2014,64.511
4466,ISL,Iceland,2014,0.181
4467,ISL,Iceland,2014,100.0
4468,ISL,Iceland,2014,0.004
4469,ISL,Iceland,2014,100.0
4470,ISL,Iceland,2014,0.003
4471,ISL,Iceland,2014,572.054
4472,ISL,Iceland,2014,100.0
4473,ISL,Iceland,2014,4605.111
4474,ISL,Iceland,2014,100.0
4475,ISL,Iceland,2014,105.814
4476,ISL,Iceland,2014,0.221
4477,ISL,Iceland,2015,186.602
4478,ISL,Iceland,2015,0.005
4479,ISL,Iceland,2015,100.0
4480,ISL,Iceland,2015,100.0
4481,ISL,Iceland,2015,4152.425
4482,ISL,Iceland,2015,0.004
4483,ISL,Iceland,2015,73.374
4484,ISL,Iceland,2015,0.18
4485,ISL,Iceland,2015,100.0
4486,ISL,Iceland,2015,0.008
4487,ISL,Iceland,2015,100.0
4488,ISL,Iceland,2015,0.003
4489,ISL,Iceland,2015,110.003
4490,ISL,Iceland,2015,100.0
4491,ISL,Iceland,2015,4609.85
4492,ISL,Iceland,2015,100.0
4493,ISL,Iceland,2015,87.445
4494,ISL,Iceland,2015,0.199
4495,ISL,Iceland,2016,172.454
4496,ISL,Iceland,2016,0.004
4497,ISL,Iceland,2016,100.0
4498,ISL,Iceland,2016,100.0
4499,ISL,Iceland,2016,5103.063
4500,ISL,Iceland,2016,0.003
4501,ISL,Iceland,2016,119.789
4502,ISL,Iceland,2016,0.203
4503,ISL,Iceland,2016,100.0
4504,ISL,Iceland,2016,0.007
4505,ISL,Iceland,2016,100.0
4506,ISL,Iceland,2016,0.005
4507,ISL,Iceland,2016,94.63
4508,ISL,Iceland,2016,100.0
4509,ISL,Iceland,2016,5562.136
4510,ISL,Iceland,2016,100.0
4511,ISL,Iceland,2016,72.201
4512,ISL,Iceland,2016,0.221
4513,ISL,Iceland,2017,317.896
4514,ISL,Iceland,2017,0.002
4515,ISL,Iceland,2017,100.0
4516,ISL,Iceland,2017,100.0
4517,ISL,Iceland,2017,5620.605
4518,ISL,Iceland,2017,0.007
4519,ISL,Iceland,2017,79.489
4520,ISL,Iceland,2017,0.213
4521,ISL,Iceland,2017,100.0
4522,ISL,Iceland,2017,0.012
4523,ISL,Iceland,2017,100.0
4524,ISL,Iceland,2017,0.003
4525,ISL,Iceland,2017,42.99
4526,ISL,Iceland,2017,100.0
4527,ISL,Iceland,2017,6251.248
4528,ISL,Iceland,2017,100.0
4529,ISL,Iceland,2017,190.267
4530,ISL,Iceland,2017,0.237
4531,ISL,Iceland,2018,365.512
4532,ISL,Iceland,2018,0.068
4533,ISL,Iceland,2018,100.0
4534,ISL,Iceland,2018,100.0
4535,ISL,Iceland,2018,7861.875
4536,ISL,Iceland,2018,0.004
4537,ISL,Iceland,2018,86.46
4538,ISL,Iceland,2018,0.276
4539,ISL,Iceland,2018,100.0
4540,ISL,Iceland,2018,0.013
4541,ISL,Iceland,2018,100.0
4542,ISL,Iceland,2018,0.003
4543,ISL,Iceland,2018,1944.439
4544,ISL,Iceland,2018,100.0
4545,ISL,Iceland,2018,10374.45
4546,ISL,Iceland,2018,100.0
4547,ISL,Iceland,2018,116.164
4548,ISL,Iceland,2018,0.365
4549,ISL,Iceland,2019,399.295
4550,ISL,Iceland,2019,0.009
4551,ISL,Iceland,2019,100.0
4552,ISL,Iceland,2019,100.0
4553,ISL,Iceland,2019,8314.689
4554,ISL,Iceland,2019,0.004
4555,ISL,Iceland,2019,87.777
4556,ISL,Iceland,2019,0.275
4557,ISL,Iceland,2019,100.0
4558,ISL,Iceland,2019,0.013
4559,ISL,Iceland,2019,100.0
4560,ISL,Iceland,2019,0.003
4561,ISL,Iceland,2019,286.18
4562,ISL,Iceland,2019,100.0
4563,ISL,Iceland,2019,9215.479
4564,ISL,Iceland,2019,100.0
4565,ISL,Iceland,2019,127.538
4566,ISL,Iceland,2019,0.305
4567,ISR,Israel,2000,0.271
4568,ISR,Israel,2000,100.0
4569,ISR,Israel,2000,1506.0
4570,ISR,Israel,2001,0.307
4571,ISR,Israel,2001,100.0
4572,ISR,Israel,2001,1740.0
4573,ISR,Israel,2002,0.258
4574,ISR,Israel,2002,100.0
4575,ISR,Israel,2002,1530.66
4576,ISR,Israel,2003,0.25
4577,ISR,Israel,2003,100.0
4578,ISR,Israel,2003,1497.274
4579,ISR,Israel,2004,0.233
4580,ISR,Israel,2004,100.0
4581,ISR,Israel,2004,1462.477
4582,ISR,Israel,2005,0.236
4583,ISR,Israel,2005,100.0
4584,ISR,Israel,2005,1554.827
4585,ISR,Israel,2008,0.314
4586,ISR,Israel,2008,100.0
4587,ISR,Israel,2008,5.0
4588,ISR,Israel,2008,0.05
4589,ISR,Israel,2008,899.0
4590,ISR,Israel,2008,0.064
4591,ISR,Israel,2008,0.2
4592,ISR,Israel,2008,0.184
4593,ISR,Israel,2008,100.0
4594,ISR,Israel,2008,0.135
4595,ISR,Israel,2008,100.0
4596,ISR,Israel,2008,2488.0
4597,ISR,Israel,2008,0.114
4598,ISR,Israel,2008,1030.0
4599,ISR,Israel,2008,0.001
4600,ISR,Israel,2008,1458.0
4601,ISR,Israel,2008,32.702
4602,ISR,Israel,2008,0.13
4603,ISR,Israel,2008,5.0
4604,ISR,Israel,2008,0.001
4605,ISR,Israel,2008,58.601
4606,ISR,Israel,2008,0.065
4607,ISR,Israel,2008,41.399
4608,ISR,Israel,2008,1584.0
4609,ISR,Israel,2008,518.0
4610,ISR,Israel,2008,100.0
4611,ISR,Israel,2008,67.298
4612,ISR,Israel,2008,392.0
4613,ISR,Israel,2008,56.396
4614,ISR,Israel,2008,43.604
4615,ISR,Israel,2008,100.0
4616,ISR,Israel,2008,507.0
4617,ISR,Israel,2008,1066.0
4618,ISR,Israel,2009,0.4
4619,ISR,Israel,2009,100.0
4620,ISR,Israel,2009,11.0
4621,ISR,Israel,2009,0.045
4622,ISR,Israel,2009,36.364
4623,ISR,Israel,2009,956.0
4624,ISR,Israel,2009,0.07
4625,ISR,Israel,2009,0.284
4626,ISR,Israel,2009,0.255
4627,ISR,Israel,2009,100.0
4628,ISR,Israel,2009,0.209
4629,ISR,Israel,2009,4.0
4630,ISR,Israel,2009,100.0
4631,ISR,Israel,2009,3342.0
4632,ISR,Israel,2009,0.114
4633,ISR,Israel,2009,1215.0
4634,ISR,Israel,2009,0.001
4635,ISR,Israel,2009,2127.0
4636,ISR,Israel,2009,26.316
4637,ISR,Israel,2009,0.145
4638,ISR,Israel,2009,7.0
4639,ISR,Israel,2009,0.001
4640,ISR,Israel,2009,63.645
4641,ISR,Israel,2009,0.075
4642,ISR,Israel,2009,36.355
4643,ISR,Israel,2009,2375.0
4644,ISR,Israel,2009,625.0
4645,ISR,Israel,2009,63.636
4646,ISR,Israel,2009,73.684
4647,ISR,Israel,2009,373.0
4648,ISR,Israel,2009,60.983
4649,ISR,Israel,2009,583.0
4650,ISR,Israel,2009,1750.0
4651,ISR,Israel,2009,39.017
4652,ISR,Israel,2009,100.0
4653,ISR,Israel,2010,0.349
4654,ISR,Israel,2010,100.0
4655,ISR,Israel,2010,7.0
4656,ISR,Israel,2010,0.043
4657,ISR,Israel,2010,42.857
4658,ISR,Israel,2010,1231.0
4659,ISR,Israel,2010,0.095
4660,ISR,Israel,2010,0.211
4661,ISR,Israel,2010,0.178
4662,ISR,Israel,2010,100.0
4663,ISR,Israel,2010,0.135
4664,ISR,Israel,2010,3.0
4665,ISR,Israel,2010,100.0
4666,ISR,Israel,2010,3121.0
4667,ISR,Israel,2010,0.138
4668,ISR,Israel,2010,1530.0
4669,ISR,Israel,2010,1591.0
4670,ISR,Israel,2010,36.166
4671,ISR,Israel,2010,0.171
4672,ISR,Israel,2010,4.0
4673,ISR,Israel,2010,0.001
4674,ISR,Israel,2010,50.977
4675,ISR,Israel,2010,0.076
4676,ISR,Israel,2010,49.023
4677,ISR,Israel,2010,1883.0
4678,ISR,Israel,2010,681.0
4679,ISR,Israel,2010,57.143
4680,ISR,Israel,2010,63.834
4681,ISR,Israel,2010,386.0
4682,ISR,Israel,2010,68.643
4683,ISR,Israel,2010,31.357
4684,ISR,Israel,2010,100.0
4685,ISR,Israel,2010,845.0
4686,ISR,Israel,2010,1202.0
4687,ISR,Israel,2011,0.31
4688,ISR,Israel,2011,100.0
4689,ISR,Israel,2011,6.0
4690,ISR,Israel,2011,0.046
4691,ISR,Israel,2011,16.667
4692,ISR,Israel,2011,975.0
4693,ISR,Israel,2011,0.056
4694,ISR,Israel,2011,0.208
4695,ISR,Israel,2011,0.182
4696,ISR,Israel,2011,100.0
4697,ISR,Israel,2011,0.135
4698,ISR,Israel,2011,1.0
4699,ISR,Israel,2011,100.0
4700,ISR,Israel,2011,2968.0
4701,ISR,Israel,2011,0.102
4702,ISR,Israel,2011,1228.0
4703,ISR,Israel,2011,0.001
4704,ISR,Israel,2011,1740.0
4705,ISR,Israel,2011,34.776
4706,ISR,Israel,2011,0.128
4707,ISR,Israel,2011,5.0
4708,ISR,Israel,2011,0.001
4709,ISR,Israel,2011,58.625
4710,ISR,Israel,2011,0.072
4711,ISR,Israel,2011,41.375
4712,ISR,Israel,2011,1987.0
4713,ISR,Israel,2011,83.333
4714,ISR,Israel,2011,65.224
4715,ISR,Israel,2011,443.0
4716,ISR,Israel,2011,54.564
4717,ISR,Israel,2011,45.436
4718,ISR,Israel,2011,100.0
4719,ISR,Israel,2011,532.0
4720,ISR,Israel,2011,1296.0
4721,ISR,Israel,2011,691.0
4722,ISR,Israel,2012,0.251
4723,ISR,Israel,2012,100.0
4724,ISR,Israel,2012,12.0
4725,ISR,Israel,2012,0.036
4726,ISR,Israel,2012,8.333
4727,ISR,Israel,2012,755.0
4728,ISR,Israel,2012,0.038
4729,ISR,Israel,2012,0.176
4730,ISR,Israel,2012,0.15
4731,ISR,Israel,2012,100.0
4732,ISR,Israel,2012,0.113
4733,ISR,Israel,2012,100.0
4734,ISR,Israel,2012,2549.0
4735,ISR,Israel,2012,0.074
4736,ISR,Israel,2012,1032.0
4737,ISR,Israel,2012,1517.0
4738,ISR,Israel,2012,35.522
4739,ISR,Israel,2012,0.102
4740,ISR,Israel,2012,0.001
4741,ISR,Israel,2012,1.0
4742,ISR,Israel,2012,0.001
4743,ISR,Israel,2012,59.514
4744,ISR,Israel,2012,11.0
4745,ISR,Israel,2012,0.062
4746,ISR,Israel,2012,40.486
4747,ISR,Israel,2012,1782.0
4748,ISR,Israel,2012,633.0
4749,ISR,Israel,2012,64.478
4750,ISR,Israel,2012,367.0
4751,ISR,Israel,2012,51.391
4752,ISR,Israel,2012,48.609
4753,ISR,Israel,2012,100.0
4754,ISR,Israel,2012,388.0
4755,ISR,Israel,2012,1149.0
4756,ISR,Israel,2012,91.667
4757,ISR,Israel,2013,0.279
4758,ISR,Israel,2013,100.0
4759,ISR,Israel,2013,0.047
4760,ISR,Israel,2013,940.0
4761,ISR,Israel,2013,0.041
4762,ISR,Israel,2013,0.191
4763,ISR,Israel,2013,0.168
4764,ISR,Israel,2013,0.12
4765,ISR,Israel,2013,2.0
4766,ISR,Israel,2013,100.0
4767,ISR,Israel,2013,3002.0
4768,ISR,Israel,2013,0.087
4769,ISR,Israel,2013,1201.0
4770,ISR,Israel,2013,0.001
4771,ISR,Israel,2013,1801.0
4772,ISR,Israel,2013,36.952
4773,ISR,Israel,2013,0.112
4774,ISR,Israel,2013,6.0
4775,ISR,Israel,2013,0.001
4776,ISR,Israel,2013,8.0
4777,ISR,Israel,2013,25.0
4778,ISR,Israel,2013,100.0
4779,ISR,Israel,2013,59.993
4780,ISR,Israel,2013,0.071
4781,ISR,Israel,2013,40.007
4782,ISR,Israel,2013,2054.0
4783,ISR,Israel,2013,759.0
4784,ISR,Israel,2013,75.0
4785,ISR,Israel,2013,63.048
4786,ISR,Israel,2013,504.0
4787,ISR,Israel,2013,46.383
4788,ISR,Israel,2013,53.617
4789,ISR,Israel,2013,100.0
4790,ISR,Israel,2013,436.0
4791,ISR,Israel,2013,1295.0
4792,ISR,Israel,2014,0.24
4793,ISR,Israel,2014,100.0
4794,ISR,Israel,2014,6.0
4795,ISR,Israel,2014,0.044
4796,ISR,Israel,2014,16.667
4797,ISR,Israel,2014,1019.0
4798,ISR,Israel,2014,0.149
4799,ISR,Israel,2014,0.141
4800,ISR,Israel,2014,100.0
4801,ISR,Israel,2014,0.097
4802,ISR,Israel,2014,1.0
4803,ISR,Israel,2014,100.0
4804,ISR,Israel,2014,2695.0
4805,ISR,Israel,2014,0.091
4806,ISR,Israel,2014,1106.0
4807,ISR,Israel,2014,1589.0
4808,ISR,Israel,2014,0.098
4809,ISR,Israel,2014,5.0
4810,ISR,Israel,2014,0.001
4811,ISR,Israel,2014,0.046
4812,ISR,Israel,2014,58.961
4813,ISR,Israel,2014,34.671
4814,ISR,Israel,2014,0.052
4815,ISR,Israel,2014,41.039
4816,ISR,Israel,2014,1670.0
4817,ISR,Israel,2014,579.0
4818,ISR,Israel,2014,83.333
4819,ISR,Israel,2014,65.329
4820,ISR,Israel,2014,497.0
4821,ISR,Israel,2014,48.773
4822,ISR,Israel,2014,100.0
4823,ISR,Israel,2014,522.0
4824,ISR,Israel,2014,1091.0
4825,ISR,Israel,2014,51.227
4826,ISR,Israel,2015,0.302
4827,ISR,Israel,2015,6.0
4828,ISR,Israel,2015,16.667
4829,ISR,Israel,2015,0.046
4830,ISR,Israel,2015,100.0
4831,ISR,Israel,2015,0.119
4832,ISR,Israel,2015,1.0
4833,ISR,Israel,2015,100.0
4834,ISR,Israel,2015,3557.0
4835,ISR,Israel,2015,1726.0
4836,ISR,Israel,2015,1831.0
4837,ISR,Israel,2015,45.825
4838,ISR,Israel,2015,0.147
4839,ISR,Israel,2015,5.0
4840,ISR,Israel,2015,0.037
4841,ISR,Israel,2015,100.0
4842,ISR,Israel,2015,976.0
4843,ISR,Israel,2015,0.156
4844,ISR,Israel,2015,0.219
4845,ISR,Israel,2015,0.083
4846,ISR,Israel,2015,0.001
4847,ISR,Israel,2015,0.1
4848,ISR,Israel,2015,48.524
4849,ISR,Israel,2015,1180.0
4850,ISR,Israel,2015,83.333
4851,ISR,Israel,2015,54.175
4852,ISR,Israel,2015,55.43
4853,ISR,Israel,2015,44.57
4854,ISR,Israel,2015,100.0
4855,ISR,Israel,2015,1395.0
4856,ISR,Israel,2015,51.476
4857,ISR,Israel,2015,2575.0
4858,ISR,Israel,2015,435.0
4859,ISR,Israel,2015,541.0
4860,ISR,Israel,2016,0.258
4861,ISR,Israel,2016,100.0
4862,ISR,Israel,2016,6.0
4863,ISR,Israel,2016,0.04
4864,ISR,Israel,2016,16.667
4865,ISR,Israel,2016,1017.0
4866,ISR,Israel,2016,0.042
4867,ISR,Israel,2016,0.175
4868,ISR,Israel,2016,0.146
4869,ISR,Israel,2016,100.0
4870,ISR,Israel,2016,0.106
4871,ISR,Israel,2016,1.0
4872,ISR,Israel,2016,100.0
4873,ISR,Israel,2016,3182.0
4874,ISR,Israel,2016,0.083
4875,ISR,Israel,2016,1379.0
4876,ISR,Israel,2016,1803.0
4877,ISR,Israel,2016,39.602
4878,ISR,Israel,2016,5.0
4879,ISR,Israel,2016,56.662
4880,ISR,Israel,2016,0.112
4881,ISR,Israel,2016,0.069
4882,ISR,Israel,2016,2159.0
4883,ISR,Israel,2016,855.0
4884,ISR,Israel,2016,83.333
4885,ISR,Israel,2016,60.398
4886,ISR,Israel,2016,498.0
4887,ISR,Israel,2016,51.032
4888,ISR,Israel,2016,48.968
4889,ISR,Israel,2016,100.0
4890,ISR,Israel,2016,519.0
4891,ISR,Israel,2016,43.338
4892,ISR,Israel,2016,1304.0
4893,ISR,Israel,2017,0.281
4894,ISR,Israel,2017,100.0
4895,ISR,Israel,2017,0.055
4896,ISR,Israel,2017,1273.0
4897,ISR,Israel,2017,0.044
4898,ISR,Israel,2017,0.181
4899,ISR,Israel,2017,5.0
4900,ISR,Israel,2017,0.158
4901,ISR,Israel,2017,1.0
4902,ISR,Israel,2017,0.102
4903,ISR,Israel,2017,100.0
4904,ISR,Israel,2017,3611.0
4905,ISR,Israel,2017,0.099
4906,ISR,Israel,2017,2030.0
4907,ISR,Israel,2017,43.568
4908,ISR,Israel,2017,0.123
4909,ISR,Israel,2017,1581.0
4910,ISR,Israel,2017,56.217
4911,ISR,Israel,2017,100.0
4912,ISR,Israel,2017,0.079
4913,ISR,Israel,2017,6.0
4914,ISR,Israel,2017,43.783
4915,ISR,Israel,2017,2332.0
4916,ISR,Israel,2017,1016.0
4917,ISR,Israel,2017,56.432
4918,ISR,Israel,2017,713.0
4919,ISR,Israel,2017,43.991
4920,ISR,Israel,2017,83.333
4921,ISR,Israel,2017,56.009
4922,ISR,Israel,2017,100.0
4923,ISR,Israel,2017,16.667
4924,ISR,Israel,2017,560.0
4925,ISR,Israel,2017,1316.0
4926,ISR,Israel,2018,0.242
4927,ISR,Israel,2018,100.0
4928,ISR,Israel,2018,7.0
4929,ISR,Israel,2018,0.037
4930,ISR,Israel,2018,42.857
4931,ISR,Israel,2018,1137.0
4932,ISR,Israel,2018,0.047
4933,ISR,Israel,2018,0.157
4934,ISR,Israel,2018,0.127
4935,ISR,Israel,2018,100.0
4936,ISR,Israel,2018,0.09
4937,ISR,Israel,2018,3.0
4938,ISR,Israel,2018,100.0
4939,ISR,Israel,2018,3265.0
4940,ISR,Israel,2018,0.084
4941,ISR,Israel,2018,1548.0
4942,ISR,Israel,2018,1717.0
4943,ISR,Israel,2018,42.763
4944,ISR,Israel,2018,0.115
4945,ISR,Israel,2018,4.0
4946,ISR,Israel,2018,0.001
4947,ISR,Israel,2018,52.588
4948,ISR,Israel,2018,0.067
4949,ISR,Israel,2018,47.412
4950,ISR,Israel,2018,2121.0
4951,ISR,Israel,2018,907.0
4952,ISR,Israel,2018,57.143
4953,ISR,Israel,2018,57.237
4954,ISR,Israel,2018,500.0
4955,ISR,Israel,2018,56.025
4956,ISR,Israel,2018,43.975
4957,ISR,Israel,2018,100.0
4958,ISR,Israel,2018,637.0
4959,ISR,Israel,2018,1214.0
4960,ISR,Israel,2019,0.266
4961,ISR,Israel,2019,100.0
4962,ISR,Israel,2019,0.047
4963,ISR,Israel,2019,1304.624
4964,ISR,Israel,2019,0.045
4965,ISR,Israel,2019,0.174
4966,ISR,Israel,2019,0.144
4967,ISR,Israel,2019,3793.159
4968,ISR,Israel,2019,0.092
4969,ISR,Israel,2019,1744.538
4970,ISR,Israel,2019,44.524
4971,ISR,Israel,2019,0.122
4972,ISR,Israel,2019,4.771
4973,ISR,Israel,2019,6.886
4974,ISR,Israel,2019,0.096
4975,ISR,Israel,2019,100.0
4976,ISR,Israel,2019,0.001
4977,ISR,Israel,2019,2048.621
4978,ISR,Israel,2019,54.008
4979,ISR,Israel,2019,0.077
4980,ISR,Israel,2019,45.992
4981,ISR,Israel,2019,2476.878
4982,ISR,Israel,2019,1102.805
4983,ISR,Israel,2019,667.661
4984,ISR,Israel,2019,48.823
4985,ISR,Israel,2019,51.177
4986,ISR,Israel,2019,100.0
4987,ISR,Israel,2019,636.963
4988,ISR,Israel,2019,1374.073
4989,ISR,Israel,2019,100.0
4990,ISR,Israel,2019,11.657
4991,ISR,Israel,2019,55.476
4992,ISR,Israel,2019,40.928
4993,ISR,Israel,2019,59.072
4994,KOR,Korea,2000,756555.0
4995,KOR,Korea,2000,48.275
4996,KOR,Korea,2000,706105.604
4997,KOR,Korea,2000,51.725
4998,KOR,Korea,2000,100.0
4999,KOR,Korea,2000,0.116
5000,KOR,Korea,2000,1462660.604
5001,KOR,Korea,2000,0.108
5002,KOR,Korea,2000,0.224
5003,KOR,Korea,2001,829355.0
5004,KOR,Korea,2001,56.09
5005,KOR,Korea,2001,1059401.439
5006,KOR,Korea,2001,43.91
5007,KOR,Korea,2001,100.0
5008,KOR,Korea,2001,0.117
5009,KOR,Korea,2001,1888756.439
5010,KOR,Korea,2001,0.15
5011,KOR,Korea,2001,0.267
5012,KOR,Korea,2001,100.0
5013,KOR,Korea,2001,485469.017
5014,KOR,Korea,2001,0.069
5015,KOR,Korea,2001,573932.423
5016,KOR,Korea,2001,0.069
5017,KOR,Korea,2001,0.198
5018,KOR,Korea,2001,0.117
5019,KOR,Korea,2001,829355.0
5020,KOR,Korea,2001,1403287.423
5021,KOR,Korea,2001,485469.017
5022,KOR,Korea,2001,0.081
5023,KOR,Korea,2001,59.101
5024,KOR,Korea,2001,100.0
5025,KOR,Korea,2001,100.0
5026,KOR,Korea,2001,40.899
5027,KOR,Korea,2002,49.129
5028,KOR,Korea,2002,50.871
5029,KOR,Korea,2002,100.0
5030,KOR,Korea,2002,0.135
5031,KOR,Korea,2002,0.13
5032,KOR,Korea,2002,0.265
5033,KOR,Korea,2002,100.0
5034,KOR,Korea,2002,0.056
5035,KOR,Korea,2002,0.056
5036,KOR,Korea,2002,0.209
5037,KOR,Korea,2002,0.135
5038,KOR,Korea,2002,35.628
5039,KOR,Korea,2002,0.075
5040,KOR,Korea,2002,64.372
5041,KOR,Korea,2002,100.0
5042,KOR,Korea,2002,100.0
5043,KOR,Korea,2003,51.899
5044,KOR,Korea,2003,100.0
5045,KOR,Korea,2003,0.138
5046,KOR,Korea,2003,48.101
5047,KOR,Korea,2003,0.128
5048,KOR,Korea,2003,0.266
5049,KOR,Korea,2003,100.0
5050,KOR,Korea,2003,0.054
5051,KOR,Korea,2003,0.054
5052,KOR,Korea,2003,0.212
5053,KOR,Korea,2003,0.138
5054,KOR,Korea,2003,34.753
5055,KOR,Korea,2003,0.074
5056,KOR,Korea,2003,65.247
5057,KOR,Korea,2003,100.0
5058,KOR,Korea,2003,100.0
5059,KOR,Korea,2004,48.591
5060,KOR,Korea,2004,51.409
5061,KOR,Korea,2004,100.0
5062,KOR,Korea,2004,0.133
5063,KOR,Korea,2004,0.126
5064,KOR,Korea,2004,0.26
5065,KOR,Korea,2004,100.0
5066,KOR,Korea,2004,0.053
5067,KOR,Korea,2004,0.053
5068,KOR,Korea,2004,0.207
5069,KOR,Korea,2004,0.133
5070,KOR,Korea,2004,35.514
5071,KOR,Korea,2004,0.074
5072,KOR,Korea,2004,64.486
5073,KOR,Korea,2004,100.0
5074,KOR,Korea,2004,100.0
5075,KOR,Korea,2005,54.958
5076,KOR,Korea,2005,45.042
5077,KOR,Korea,2005,100.0
5078,KOR,Korea,2005,0.126
5079,KOR,Korea,2005,0.153
5080,KOR,Korea,2005,0.279
5081,KOR,Korea,2005,100.0
5082,KOR,Korea,2005,0.064
5083,KOR,Korea,2005,0.064
5084,KOR,Korea,2005,0.216
5085,KOR,Korea,2005,0.126
5086,KOR,Korea,2005,41.687
5087,KOR,Korea,2005,0.09
5088,KOR,Korea,2005,58.313
5089,KOR,Korea,2005,100.0
5090,KOR,Korea,2005,100.0
5091,KOR,Korea,2006,52.146
5092,KOR,Korea,2006,47.854
5093,KOR,Korea,2006,0.146
5094,KOR,Korea,2006,100.0
5095,KOR,Korea,2006,0.16
5096,KOR,Korea,2006,0.306
5097,KOR,Korea,2006,100.0
5098,KOR,Korea,2006,0.064
5099,KOR,Korea,2006,0.064
5100,KOR,Korea,2006,0.242
5101,KOR,Korea,2006,0.146
5102,KOR,Korea,2006,39.482
5103,KOR,Korea,2006,0.096
5104,KOR,Korea,2006,60.518
5105,KOR,Korea,2006,100.0
5106,KOR,Korea,2006,100.0
5107,KOR,Korea,2007,46.508
5108,KOR,Korea,2007,53.492
5109,KOR,Korea,2007,100.0
5110,KOR,Korea,2007,0.188
5111,KOR,Korea,2007,0.163
5112,KOR,Korea,2007,0.351
5113,KOR,Korea,2007,100.0
5114,KOR,Korea,2007,0.063
5115,KOR,Korea,2007,0.063
5116,KOR,Korea,2007,0.287
5117,KOR,Korea,2007,0.188
5118,KOR,Korea,2007,34.716
5119,KOR,Korea,2007,0.1
5120,KOR,Korea,2007,65.284
5121,KOR,Korea,2007,100.0
5122,KOR,Korea,2007,100.0
5123,KOR,Korea,2008,2037857.0
5124,KOR,Korea,2008,48.9
5125,KOR,Korea,2008,1950102.982
5126,KOR,Korea,2008,51.1
5127,KOR,Korea,2008,100.0
5128,KOR,Korea,2008,0.177
5129,KOR,Korea,2008,3987959.982
5130,KOR,Korea,2008,0.169
5131,KOR,Korea,2008,0.346
5132,KOR,Korea,2008,0.284
5133,KOR,Korea,2008,37.814
5134,KOR,Korea,2008,100.0
5135,KOR,Korea,2008,62.186
5136,KOR,Korea,2008,100.0
5137,KOR,Korea,2008,2037857.0
5138,KOR,Korea,2008,3277044.43
5139,KOR,Korea,2008,710915.552
5140,KOR,Korea,2008,0.107
5141,KOR,Korea,2008,0.062
5142,KOR,Korea,2008,0.177
5143,KOR,Korea,2008,100.0
5144,KOR,Korea,2008,710915.552
5145,KOR,Korea,2008,0.062
5146,KOR,Korea,2008,1239187.43
5147,KOR,Korea,2009,1775660.0
5148,KOR,Korea,2009,52.799
5149,KOR,Korea,2009,1986259.807
5150,KOR,Korea,2009,47.201
5151,KOR,Korea,2009,100.0
5152,KOR,Korea,2009,0.147
5153,KOR,Korea,2009,3761919.807
5154,KOR,Korea,2009,0.165
5155,KOR,Korea,2009,0.312
5156,KOR,Korea,2009,0.147
5157,KOR,Korea,2009,100.0
5158,KOR,Korea,2009,714510.824
5159,KOR,Korea,2009,0.059
5160,KOR,Korea,2009,1271748.983
5161,KOR,Korea,2009,0.106
5162,KOR,Korea,2009,0.059
5163,KOR,Korea,2009,0.253
5164,KOR,Korea,2009,41.732
5165,KOR,Korea,2009,1775660.0
5166,KOR,Korea,2009,3047408.983
5167,KOR,Korea,2009,714510.824
5168,KOR,Korea,2009,58.268
5169,KOR,Korea,2009,100.0
5170,KOR,Korea,2009,100.0
5171,KOR,Korea,2010,2095353.0
5172,KOR,Korea,2010,50.997
5173,KOR,Korea,2010,2180601.913
5174,KOR,Korea,2010,49.003
5175,KOR,Korea,2010,100.0
5176,KOR,Korea,2010,0.158
5177,KOR,Korea,2010,4275954.913
5178,KOR,Korea,2010,0.165
5179,KOR,Korea,2010,0.323
5180,KOR,Korea,2010,100.0
5181,KOR,Korea,2010,748455.439
5182,KOR,Korea,2010,0.057
5183,KOR,Korea,2010,1432146.474
5184,KOR,Korea,2010,0.108
5185,KOR,Korea,2010,0.057
5186,KOR,Korea,2010,0.267
5187,KOR,Korea,2010,0.158
5188,KOR,Korea,2010,40.599
5189,KOR,Korea,2010,2095353.0
5190,KOR,Korea,2010,3527499.474
5191,KOR,Korea,2010,748455.439
5192,KOR,Korea,2010,59.401
5193,KOR,Korea,2010,100.0
5194,KOR,Korea,2010,100.0
5195,KOR,Korea,2011,1796424.0
5196,KOR,Korea,2011,51.065
5197,KOR,Korea,2011,1874622.423
5198,KOR,Korea,2011,48.935
5199,KOR,Korea,2011,100.0
5200,KOR,Korea,2011,0.129
5201,KOR,Korea,2011,3671046.423
5202,KOR,Korea,2011,0.135
5203,KOR,Korea,2011,0.264
5204,KOR,Korea,2011,100.0
